,userid,courseid,formatted agreed mark,actual grade,faculty
39406,5451,4498,59.75,B-,Faculty of Computer Science & Information Technology
39407,5452,4498,15.33,F,Faculty of Computer Science & Information Technology
39408,5453,4498,86.0,A,Faculty of Computer Science & Information Technology
39409,5454,4498,99.25,A+,Faculty of Computer Science & Information Technology
39410,5455,4498,71.67,B+,Faculty of Computer Science & Information Technology
39411,5456,4498,86.17,A,Faculty of Computer Science & Information Technology
39412,5457,4498,88.42,A,Faculty of Computer Science & Information Technology
39413,5458,4498,76.08,A-,Faculty of Computer Science & Information Technology
39414,5459,4498,85.33,A,Faculty of Computer Science & Information Technology
39415,5460,4498,81.67,A,Faculty of Computer Science & Information Technology
39416,5461,4498,79.33,A-,Faculty of Computer Science & Information Technology
39417,5462,4498,85.67,A,Faculty of Computer Science & Information Technology
39418,5463,4498,77.17,A-,Faculty of Computer Science & Information Technology
39419,5464,4498,90.33,A+,Faculty of Computer Science & Information Technology
39420,5465,4498,72.17,B+,Faculty of Computer Science & Information Technology
39421,5466,4498,74.67,A-,Faculty of Computer Science & Information Technology
39422,5467,4498,51.0,C,Faculty of Computer Science & Information Technology
39423,5468,4498,50.08,C,Faculty of Computer Science & Information Technology
39424,5469,4498,72.0,B+,Faculty of Computer Science & Information Technology
39425,5471,4498,65.92,B,Faculty of Computer Science & Information Technology
39426,14227,4498,64.67,W2,Faculty of Computer Science & Information Technology
39427,14228,4498,70.0,B+,Faculty of Computer Science & Information Technology
39428,14229,4498,72.17,B+,Faculty of Computer Science & Information Technology
39429,14230,4498,87.0,A,Faculty of Computer Science & Information Technology
39430,14232,4498,91.5,A+,Faculty of Computer Science & Information Technology
39431,14233,4498,88.42,A,Faculty of Computer Science & Information Technology
39432,14234,4498,66.5,B,Faculty of Computer Science & Information Technology
39433,14235,4498,77.17,A-,Faculty of Computer Science & Information Technology
39434,14236,4498,71.58,B+,Faculty of Computer Science & Information Technology
39435,14237,4498,91.92,A+,Faculty of Computer Science & Information Technology
39436,14238,4498,91.67,A+,Faculty of Computer Science & Information Technology
39437,14239,4498,88.0,A,Faculty of Computer Science & Information Technology
39438,14240,4498,82.83,A,Faculty of Computer Science & Information Technology
39439,14241,4498,80.0,A,Faculty of Computer Science & Information Technology
39440,14242,4498,99.25,A+,Faculty of Computer Science & Information Technology
39441,14243,4498,82.75,A,Faculty of Computer Science & Information Technology
39442,14244,4498,93.0,A+,Faculty of Computer Science & Information Technology
39443,14245,4498,67.83,B,Faculty of Computer Science & Information Technology
39444,14246,4498,96.58,A+,Faculty of Computer Science & Information Technology
39445,14247,4498,94.5,A+,Faculty of Computer Science & Information Technology
39446,14248,4498,88.17,A,Faculty of Computer Science & Information Technology
39447,14249,4498,77.75,A-,Faculty of Computer Science & Information Technology
39448,14250,4498,67.25,B,Faculty of Computer Science & Information Technology
39449,14251,4498,72.08,B+,Faculty of Computer Science & Information Technology
39450,14252,4498,80.17,A,Faculty of Computer Science & Information Technology
39451,14253,4498,83.75,A,Faculty of Computer Science & Information Technology
39452,14254,4498,83.83,A,Faculty of Computer Science & Information Technology
39453,14255,4498,91.08,A+,Faculty of Computer Science & Information Technology
39454,14256,4498,93.0,A+,Faculty of Computer Science & Information Technology
39455,14257,4498,85.5,A,Faculty of Computer Science & Information Technology
39456,14258,4498,73.17,B+,Faculty of Computer Science & Information Technology
39457,14259,4498,81.5,A,Faculty of Computer Science & Information Technology
39458,14260,4498,88.0,A,Faculty of Computer Science & Information Technology
39459,14261,4498,91.0,A+,Faculty of Computer Science & Information Technology
39460,14262,4498,83.58,A,Faculty of Computer Science & Information Technology
39461,14263,4498,86.08,A,Faculty of Computer Science & Information Technology
39462,14264,4498,85.42,A,Faculty of Computer Science & Information Technology
39463,14265,4498,90.83,A+,Faculty of Computer Science & Information Technology
39464,14266,4498,81.17,A,Faculty of Computer Science & Information Technology
39465,14267,4498,87.0,A,Faculty of Computer Science & Information Technology
39466,14268,4498,75.33,A-,Faculty of Computer Science & Information Technology
39467,14269,4498,89.5,A+,Faculty of Computer Science & Information Technology
39468,14270,4498,86.17,A,Faculty of Computer Science & Information Technology
39469,14271,4498,85.42,A,Faculty of Computer Science & Information Technology
39470,14272,4498,92.0,A+,Faculty of Computer Science & Information Technology
39471,14273,4498,88.5,A,Faculty of Computer Science & Information Technology
39472,14274,4498,82.83,A,Faculty of Computer Science & Information Technology
39473,14275,4498,68.33,B,Faculty of Computer Science & Information Technology
39474,14276,4498,80.25,A,Faculty of Computer Science & Information Technology
39475,14277,4498,91.83,A+,Faculty of Computer Science & Information Technology
39476,14278,4498,80.67,A,Faculty of Computer Science & Information Technology
39477,14279,4498,78.0,A-,Faculty of Computer Science & Information Technology
39478,14280,4498,81.5,A,Faculty of Computer Science & Information Technology
39479,14281,4498,87.75,A,Faculty of Computer Science & Information Technology
39480,14282,4498,69.5,B+,Faculty of Computer Science & Information Technology
39481,14283,4498,73.83,B+,Faculty of Computer Science & Information Technology
39482,14284,4498,89.33,A,Faculty of Computer Science & Information Technology
39483,14285,4498,86.67,A,Faculty of Computer Science & Information Technology
39484,14286,4498,51.42,C,Faculty of Computer Science & Information Technology
39485,14287,4498,89.08,A,Faculty of Computer Science & Information Technology
39486,14288,4498,84.17,A,Faculty of Computer Science & Information Technology
39487,14289,4498,74.08,B+,Faculty of Computer Science & Information Technology
39488,14290,4498,78.17,A-,Faculty of Computer Science & Information Technology
39489,14291,4498,77.67,A-,Faculty of Computer Science & Information Technology
39490,14292,4498,93.58,A+,Faculty of Computer Science & Information Technology
39491,14293,4498,83.25,A,Faculty of Computer Science & Information Technology
39492,14294,4498,82.66,A,Faculty of Computer Science & Information Technology
39493,14295,4498,84.83,A,Faculty of Computer Science & Information Technology
39494,14296,4498,73.67,B+,Faculty of Computer Science & Information Technology
39495,14297,4498,86.33,A,Faculty of Computer Science & Information Technology
39496,14298,4498,76.0,A-,Faculty of Computer Science & Information Technology
39497,14299,4498,85.83,A,Faculty of Computer Science & Information Technology
39498,14300,4498,91.67,A+,Faculty of Computer Science & Information Technology
39499,14301,4498,86.33,A,Faculty of Computer Science & Information Technology
39500,14302,4498,88.83,A,Faculty of Computer Science & Information Technology
39501,14303,4498,86.33,A,Faculty of Computer Science & Information Technology
39502,14305,4498,86.58,A,Faculty of Computer Science & Information Technology
39503,14306,4498,73.33,B+,Faculty of Computer Science & Information Technology
39504,14307,4498,75.33,A-,Faculty of Computer Science & Information Technology
39505,14308,4498,84.5,A,Faculty of Computer Science & Information Technology
39506,14309,4498,76.84,A-,Faculty of Computer Science & Information Technology
39507,14310,4498,83.5,A,Faculty of Computer Science & Information Technology
39508,14311,4498,79.67,A,Faculty of Computer Science & Information Technology
39509,14312,4498,63.0,B-,Faculty of Computer Science & Information Technology
39510,14313,4498,64.83,B,Faculty of Computer Science & Information Technology
39511,14314,4498,76.58,A-,Faculty of Computer Science & Information Technology
39512,14315,4498,91.0,A+,Faculty of Computer Science & Information Technology
39513,14316,4498,89.83,A+,Faculty of Computer Science & Information Technology
39514,14317,4498,84.67,A,Faculty of Computer Science & Information Technology
39515,14318,4498,70.5,B+,Faculty of Computer Science & Information Technology
39516,14319,4498,85.33,A,Faculty of Computer Science & Information Technology
39517,14320,4498,100.0,A+,Faculty of Computer Science & Information Technology
39518,14321,4498,90.17,A+,Faculty of Computer Science & Information Technology
39519,14322,4498,75.17,A-,Faculty of Computer Science & Information Technology
39520,14324,4498,91.83,A+,Faculty of Computer Science & Information Technology
39521,14325,4498,66.0,B,Faculty of Computer Science & Information Technology
39522,14326,4498,93.33,A+,Faculty of Computer Science & Information Technology
39523,14328,4498,78.58,A-,Faculty of Computer Science & Information Technology
39524,14329,4498,68.0,B,Faculty of Computer Science & Information Technology
39525,14330,4498,93.0,A+,Faculty of Computer Science & Information Technology
39526,14331,4498,87.08,A,Faculty of Computer Science & Information Technology
39527,14332,4498,82.83,A,Faculty of Computer Science & Information Technology
39528,14333,4498,91.0,A+,Faculty of Computer Science & Information Technology
39529,14334,4498,79.0,A-,Faculty of Computer Science & Information Technology
39530,14335,4498,75.67,A-,Faculty of Computer Science & Information Technology
39531,14336,4498,89.67,A+,Faculty of Computer Science & Information Technology
39532,14337,4498,91.33,A+,Faculty of Computer Science & Information Technology
39533,14338,4498,89.33,A,Faculty of Computer Science & Information Technology
39534,14339,4498,88.58,A,Faculty of Computer Science & Information Technology
39535,14340,4498,75.75,A-,Faculty of Computer Science & Information Technology
39536,14341,4498,100.0,A+,Faculty of Computer Science & Information Technology
39537,14342,4498,76.75,A-,Faculty of Computer Science & Information Technology
39538,14343,4498,75.83,A-,Faculty of Computer Science & Information Technology
39539,14344,4498,85.75,A,Faculty of Computer Science & Information Technology
39540,14345,4498,82.0,A,Faculty of Computer Science & Information Technology
39541,14346,4498,86.08,A,Faculty of Computer Science & Information Technology
39542,14347,4498,81.0,A,Faculty of Computer Science & Information Technology
39543,14348,4498,62.92,B-,Faculty of Computer Science & Information Technology
39544,14349,4498,81.25,A,Faculty of Computer Science & Information Technology
39545,14350,4498,83.92,A,Faculty of Computer Science & Information Technology
39546,14351,4498,79.17,A-,Faculty of Computer Science & Information Technology
39547,14352,4498,91.0,A+,Faculty of Computer Science & Information Technology
39548,14353,4498,69.58,B+,Faculty of Computer Science & Information Technology
39549,14354,4498,64.83,B,Faculty of Computer Science & Information Technology
39550,14355,4498,92.0,A+,Faculty of Computer Science & Information Technology
39551,14356,4498,75.75,A-,Faculty of Computer Science & Information Technology
39552,14357,4498,91.0,A+,Faculty of Computer Science & Information Technology
39553,14358,4498,81.16,A,Faculty of Computer Science & Information Technology
39554,14359,4498,77.17,A-,Faculty of Computer Science & Information Technology
39555,14361,4498,14.83,F,Faculty of Computer Science & Information Technology
39556,14363,4498,77.75,A-,Faculty of Computer Science & Information Technology
39557,14364,4498,82.0,A,Faculty of Computer Science & Information Technology
39558,14365,4498,80.33,A,Faculty of Computer Science & Information Technology
39559,14367,4498,81.84,A,Faculty of Computer Science & Information Technology
39560,14873,4498,88.58,A,Faculty of Computer Science & Information Technology
39561,15704,4498,73.17,B+,Faculty of Computer Science & Information Technology
39562,15705,4498,67.83,B,Faculty of Computer Science & Information Technology
39563,16098,4498,81.67,A,Faculty of Computer Science & Information Technology
39564,16101,4498,83.58,A,Faculty of Computer Science & Information Technology
39565,16265,4498,38.42,D,Faculty of Computer Science & Information Technology
39566,16281,4498,70.58,B+,Faculty of Computer Science & Information Technology
39567,16283,4498,82.5,A,Faculty of Computer Science & Information Technology
39568,16285,4498,42.67,D+,Faculty of Computer Science & Information Technology
39569,16289,4498,70.42,B+,Faculty of Computer Science & Information Technology
39570,16298,4498,0.0,F,Faculty of Computer Science & Information Technology
39571,16302,4498,78.5,A-,Faculty of Computer Science & Information Technology
39572,16306,4498,52.83,C,Faculty of Computer Science & Information Technology
39573,16307,4498,59.5,B-,Faculty of Computer Science & Information Technology
39574,16337,4498,67.42,B,Faculty of Computer Science & Information Technology
39575,16388,4498,66.0,B,Faculty of Computer Science & Information Technology
39576,16420,4498,68.5,B,Faculty of Computer Science & Information Technology
39577,16438,4498,60.33,B-,Faculty of Computer Science & Information Technology
39578,16446,4498,35.25,D,Faculty of Computer Science & Information Technology
