,userid,number_of_courses,total_marks
1045,2609,4.0,294.20000000000005
1046,2610,4.0,293.3
1047,2611,4.0,278.9
1048,2612,4.0,293.6
1049,2613,4.0,311.7
1050,2614,4.0,293.4
1051,2615,4.0,293.9
1052,2616,5.0,382.3
1053,2617,6.0,413.8
1054,2618,4.0,275.9
1055,2620,4.0,300.55
1056,2621,4.0,291.5
1057,2625,4.0,331.42
1058,2626,4.0,339.46
1059,2627,4.0,321.47
1060,2628,5.0,411.77
1061,2629,5.0,382.77
1062,2630,6.0,442.0
1063,2631,4.0,334.11
1064,2632,4.0,302.02
1065,2633,6.0,409.66
1066,2634,4.0,349.21
1067,2635,4.0,348.95000000000005
1068,2636,5.0,386.36
1069,2637,5.0,376.69000000000005
1070,2638,5.0,375.88
1071,2639,4.0,313.84000000000003
1072,2640,7.0,550.94
1073,2641,5.0,341.67
1074,2642,4.0,341.05
1075,2643,6.0,419.33
1076,2644,6.0,328.16
1077,2645,6.0,363.99
1078,2646,8.0,684.62
1079,2647,5.0,307.81
1080,2648,6.0,427.37
1081,2649,6.0,363.76
1082,2650,7.0,500.64
1083,2651,6.0,454.4
1084,2652,6.0,387.68
1085,2653,8.0,653.24
1086,2654,6.0,421.6
1087,2655,8.0,649.5600000000001
1088,2656,7.0,545.3199999999999
1089,2657,7.0,448.14
1090,2658,6.0,462.74
1091,2659,6.0,409.65
1092,2660,7.0,416.0
1093,2661,5.0,364.9
1094,2662,4.0,209.82
1095,2663,7.0,567.24
1096,2664,7.0,345.04999999999995
1097,2668,2.0,171.44
1098,2669,2.0,152.2
1099,2670,2.0,153.25
1100,2671,2.0,147.22
1101,2672,2.0,149.08999999999995
1102,2673,2.0,162.11
1103,2674,2.0,137.98000000000002
1104,2675,2.0,166.56
1105,2677,2.0,153.95
1106,2684,1.0,0.0
1107,2690,2.0,147.56
1108,2721,2.0,128.5
1109,2725,2.0,78.0
1110,2726,2.0,69.3
1111,2728,2.0,73.0
1112,2730,1.0,0.0
1113,2731,3.0,220.51
1114,2742,2.0,154.03
1115,2750,1.0,0.0
1116,2763,1.0,0.0
1117,2776,7.0,446.05000000000007
1118,2777,7.0,573.15
1119,2778,7.0,536.95
1120,2779,7.0,613.3499999999999
1121,2781,7.0,488.1
1122,2783,8.0,561.75
1123,2784,7.0,492.15
1124,2785,7.0,569.6500000000001
1125,2786,7.0,517.75
1126,2787,7.0,465.0
1127,2789,7.0,483.1
1128,2790,8.0,633.85
1129,2791,7.0,409.15
1130,2792,7.0,495.95
1131,2793,7.0,507.9
1132,2794,7.0,529.6
1133,2795,7.0,523.3000000000001
1134,2796,7.0,446.65
1135,2797,8.0,662.35
1136,2798,7.0,453.5
1137,2799,7.0,550.2500000000001
1138,2800,7.0,492.85
1139,2802,7.0,532.6
1140,2803,7.0,485.6
1141,2804,7.0,439.45
1142,2805,8.0,599.6500000000001
1143,2806,7.0,448.15
1144,2807,7.0,472.35
1145,2808,7.0,472.85
1146,2809,7.0,490.4
1147,2810,7.0,521.1500000000001
1148,2812,7.0,520.5
1149,2813,7.0,556.25
1150,2814,7.0,388.0
1151,2815,8.0,609.4000000000001
1152,2817,7.0,427.15
1153,2818,7.0,486.0
1154,2819,7.0,489.85
1155,2820,7.0,413.11
1156,2822,4.0,325.7
1157,2823,8.0,552.14
1158,2824,8.0,669.25
1159,2825,7.0,437.9
1160,2826,8.0,678.9399999999999
1161,2827,6.0,432.6
1162,2828,7.0,600.22
1163,2829,6.0,425.79
1164,2830,7.0,580.73
1165,2831,7.0,558.23
1166,2832,8.0,656.59
1167,2833,8.0,609.27
1168,2834,8.0,600.7
1169,2835,7.0,581.54
1170,2836,8.0,617.21
1171,2837,7.0,574.58
1172,2838,7.0,559.51
1173,2839,7.0,540.76
1174,2840,8.0,665.01
1175,2841,7.0,541.48
1176,2842,7.0,486.86
1177,2843,7.0,546.38
1178,2844,7.0,558.3199999999999
1179,2845,8.0,665.98
1180,2846,7.0,540.71
1181,2847,8.0,658.46
1182,2848,8.0,683.5
1183,2849,7.0,551.59
1184,2850,8.0,635.8299999999999
1185,2851,8.0,650.02
1186,2852,8.0,661.36
1187,2853,7.0,543.5500000000001
1188,2854,8.0,653.11
1189,2857,8.0,670.89
1190,2858,8.0,656.16
1191,2859,7.0,554.63
1192,2860,7.0,564.69
1193,2861,7.0,564.65
1194,2864,8.0,681.1600000000001
1195,2866,7.0,557.0999999999999
1196,2867,4.0,341.96000000000004
1197,2868,4.0,315.41
1198,2869,6.0,430.67
1199,2870,6.0,422.11
1200,2871,6.0,426.25
1201,2872,6.0,382.58
1202,2873,5.0,303.54999999999995
1203,2874,7.0,465.92
1204,2875,6.0,402.0
1205,2877,4.0,337.67
1206,2878,4.0,344.6
1207,2879,4.0,328.65
1208,2881,4.0,287.2
1209,2882,4.0,290.4
1210,2883,7.0,478.4
1211,2884,7.0,526.7
1212,2885,6.0,437.29
1213,2886,6.0,297.63000000000005
1214,2887,6.0,415.09
1215,2888,6.0,342.11
1216,2889,7.0,443.38000000000005
1217,2890,6.0,346.36
1218,2894,4.0,328.08000000000004
1219,2895,4.0,325.12
1220,2896,4.0,319.31999999999994
1221,2897,4.0,344.16
1222,2898,4.0,336.98
1223,2899,5.0,438.93000000000006
1224,2900,4.0,343.59000000000003
1225,2901,4.0,311.97
1226,2904,4.0,274.79999999999995
1227,2905,4.0,268.6
1228,2906,7.0,493.4000000000001
1229,2907,6.0,438.95
1230,2908,8.0,585.14
1231,2909,8.0,692.16
1232,2910,8.0,644.0799999999999
1233,2911,8.0,643.04
1234,2913,8.0,465.4
1235,2914,7.0,535.42
1236,2915,8.0,660.94
1237,2916,8.0,600.29
1238,2917,8.0,572.76
1239,2918,8.0,617.49
1240,2919,8.0,572.12
1241,2920,8.0,583.29
1242,2921,8.0,591.6500000000001
1243,2922,8.0,606.5
1244,2923,7.0,491.63
1245,2924,8.0,602.79
1246,2925,8.0,599.0
1247,2926,9.0,708.4100000000001
1248,2927,9.0,641.16
1249,2928,8.0,633.09
1250,2929,7.0,532.6899999999999
1251,2930,8.0,560.22
1252,2931,7.0,483.34
1253,2932,8.0,608.3599999999999
1254,2933,7.0,493.79
1255,2934,9.0,670.31
1256,2935,8.0,572.89
1257,2936,5.0,379.94
1258,2937,5.0,384.02
1259,2938,5.0,389.48
1260,2939,5.0,409.26
1261,2940,5.0,396.41
1262,2941,5.0,374.43
1263,2942,5.0,405.9
1264,2950,2.0,136.0
1265,2952,4.0,260.8
1266,2960,1.0,65.01
1267,2961,3.0,152.82999999999998
1268,2962,1.0,65.99
1269,2963,1.0,0.0
1270,2967,1.0,0.0
1271,2968,1.0,0.0
1272,2969,2.0,77.5
1273,2973,3.0,226.05
1274,2975,2.0,162.15
1275,2976,2.0,170.7
1276,2977,4.0,202.5
1277,2979,2.0,162.5
1278,2982,2.0,150.5
1279,2983,2.0,79.75
1280,2984,2.0,127.0
1281,2985,2.0,143.0
1282,2986,1.0,81.8
1283,2987,2.0,163.6
1284,2988,2.0,172.5
1285,2994,2.0,154.65
1286,2995,3.0,240.8
1287,2996,4.0,312.0
1288,2997,4.0,348.6
1289,2998,2.0,146.2
1290,2999,5.0,340.65
1291,3000,3.0,169.5
1292,3004,3.0,233.69
1293,3005,3.0,249.27
1294,3006,5.0,387.55
1295,3010,6.0,473.8
1296,3011,6.0,330.77
1297,3012,7.0,451.4
1298,3013,7.0,515.4000000000001
1299,3014,8.0,581.18
1300,3015,7.0,550.6
1301,3016,7.0,588.25
1302,3017,7.0,566.5
1303,3018,7.0,550.98
1304,3019,7.0,588.9
1305,3020,7.0,594.55
1306,3021,7.0,513.75
1307,3022,7.0,572.4
1308,3023,7.0,512.76
1309,3024,6.0,444.8
1310,3025,7.0,556.46
1311,3026,7.0,618.5
1312,3027,7.0,459.15
1313,3028,8.0,616.43
1314,3029,7.0,556.8
1315,3030,8.0,565.7
1316,3031,7.0,476.15
1317,3032,7.0,581.45
1318,3033,7.0,550.0
1319,3034,7.0,531.08
1320,3035,8.0,642.0
1321,3037,7.0,562.5
1322,3039,2.0,172.74
1323,3040,2.0,173.61
1324,3041,1.0,0.0
1325,3042,3.0,152.68
1326,3046,4.0,289.1
1327,3054,1.0,96.8
1328,3055,1.0,55.5
1329,3059,1.0,99.2
1330,3062,2.0,123.3
1331,3069,2.0,78.1
1332,3070,6.0,307.8
1333,3071,6.0,365.35
1334,3072,4.0,244.14
1335,3073,8.0,533.85
1336,3074,1.0,100.0
1337,3077,5.0,235.95
1338,3078,3.0,209.0
1339,3081,2.0,137.2
1340,3082,1.0,81.4
1341,3083,2.0,145.8
1342,3084,4.0,342.55
1343,3090,1.0,96.0
1344,3093,1.0,31.82
1345,3100,1.0,65.25
1346,3101,1.0,0.0
1347,3102,2.0,136.75
1348,3103,2.0,143.85
1349,3106,1.0,0.0
1350,3114,6.0,403.0
1351,3115,3.0,220.8
1352,3116,5.0,467.22
1353,3117,3.0,262.32
1354,3118,3.0,164.35
1355,3119,3.0,154.28
1356,3120,3.0,150.9
1357,3121,1.0,72.5
1358,3122,4.0,286.05
1359,3125,3.0,227.5
1360,3126,3.0,223.04
1361,3127,4.0,332.15
1362,3129,2.0,84.0
1363,3130,5.0,343.2
1364,3131,2.0,81.5
1365,3132,2.0,150.3
1366,3133,2.0,148.5
1367,3134,2.0,168.5
1368,3135,3.0,208.75
1369,3136,3.0,147.0
1370,3137,2.0,64.75
1371,3138,4.0,245.5
1372,3139,2.0,140.1
1373,3140,3.0,155.0
1374,3141,3.0,160.6
1375,3142,2.0,129.5
1376,3143,3.0,170.2
1377,3144,3.0,224.84
1378,3145,5.0,333.85
1379,3146,3.0,232.8
1380,3147,4.0,219.0
1381,3148,4.0,225.6
1382,3149,4.0,297.5
1383,3150,4.0,293.85
1384,3151,3.0,257.0
1385,3152,2.0,132.9
1386,3153,1.0,75.5
1387,3154,4.0,166.5
1388,3155,4.0,227.6
1389,3156,4.0,222.45
1390,3157,4.0,207.5
1391,3158,2.0,163.75
1392,3159,2.0,129.25
1393,3160,4.0,216.55
1394,3161,3.0,233.15
1395,3162,2.0,72.0
1396,3164,1.0,0.0
1397,3165,2.0,172.1
1398,3166,3.0,245.11
1399,3167,2.0,107.4
1400,3169,4.0,287.5
1401,3170,2.0,162.5
1402,3171,2.0,127.6
1403,3172,5.0,237.6
1404,3173,3.0,231.45
1405,3174,3.0,260.0
1406,3175,2.0,184.2
1407,3176,3.0,232.05
1408,3177,2.0,146.21
1409,3178,3.0,206.2
1410,3179,2.0,142.35
1411,3180,3.0,156.5
1412,3181,3.0,214.0
1413,3182,3.0,214.8
1414,3183,4.0,335.5
1415,3184,5.0,321.6
1416,3185,3.0,258.78
1417,3186,3.0,238.0
1418,3187,3.0,250.93
1419,3188,3.0,201.26
1420,3189,5.0,267.70000000000005
1421,3190,3.0,241.5
1422,3191,3.0,233.8
1423,3192,3.0,229.0
1424,3193,2.0,130.75
1425,3194,3.0,189.8
1426,3195,3.0,139.0
1427,3196,5.0,323.6
1428,3197,2.0,152.6
1429,3198,2.0,155.0
1430,3199,1.0,65.0
1431,3200,2.0,56.0
1432,3201,2.0,80.0
1433,3202,5.0,367.05
1434,3203,3.0,266.9
1435,3204,3.0,173.5
1436,3205,1.0,0.0
1437,3206,2.0,92.5
1438,3207,4.0,357.05
1439,3208,3.0,249.71
1440,3209,1.0,78.05
1441,3210,1.0,65.19
1442,3211,3.0,240.03
1443,3212,4.0,299.7
1444,3213,2.0,122.0
1445,3214,3.0,199.63
1446,3215,2.0,81.25
1447,3216,1.0,68.31
1448,3217,1.0,0.0
1449,3218,1.0,87.0
1450,3219,1.0,84.5
1451,3220,1.0,70.53
1452,3221,2.0,82.0
1453,3222,2.0,74.5
1454,3223,5.0,329.65
1455,3224,2.0,168.4
1456,3225,5.0,320.70000000000005
1457,3227,3.0,215.9
1458,3228,2.0,153.0
1459,3229,2.0,175.75
1460,3230,3.0,79.5
1461,3231,3.0,70.0
1462,3235,5.0,320.2
1463,3237,6.0,369.0
1464,3249,1.0,85.3
1465,3252,5.0,249.3
1466,3253,6.0,409.55
1467,3254,9.0,551.6999999999999
1468,3255,5.0,317.0
1469,3256,6.0,436.28
1470,3257,6.0,350.1
1471,3258,5.0,337.70000000000005
1472,3262,1.0,42.5
1473,3266,1.0,95.2
1474,3267,2.0,126.0
1475,3269,4.0,13.3
1476,3273,7.0,461.5
1477,3274,1.0,81.6
1478,3279,6.0,414.34
1479,3280,9.0,693.59
1480,3281,6.0,530.73
1481,3282,7.0,584.26
1482,3283,6.0,460.53
1483,3284,7.0,458.5
1484,3285,7.0,475.8
1485,3286,6.0,440.15
1486,3287,7.0,419.6
1487,3288,6.0,454.75
1488,3289,6.0,419.1
1489,3290,6.0,415.35
1490,3291,7.0,395.7
1491,3292,7.0,488.7
1492,3293,6.0,380.9
1493,3294,6.0,420.6
1494,3295,7.0,466.0
1495,3296,7.0,551.5
1496,3297,6.0,423.2
1497,3298,7.0,522.78
1498,3300,6.0,474.5
1499,3301,6.0,551.9
1500,3302,7.0,502.2
1501,3303,6.0,467.4
1502,3304,7.0,532.95
1503,3305,7.0,470.1
1504,3306,6.0,430.45
1505,3307,7.0,473.2000000000001
1506,3308,6.0,406.75
1507,3309,6.0,486.3
1508,3310,6.0,432.2
1509,3311,6.0,468.5
1510,3312,6.0,476.0
1511,3313,7.0,537.54
1512,3314,6.0,541.03
1513,3315,6.0,390.7
1514,3316,6.0,533.58
1515,3317,7.0,471.2
1516,3318,6.0,467.5
1517,3319,6.0,431.3
1518,3320,6.0,474.4
1519,3321,6.0,408.05
1520,3322,8.0,510.4
1521,3323,6.0,489.02
1522,3324,6.0,543.1
1523,3325,6.0,419.45
1524,3326,6.0,405.6
1525,3327,7.0,490.33
1526,3328,6.0,522.9
1527,3329,6.0,490.4
1528,3330,6.0,459.25
1529,3331,6.0,377.5
1530,3332,7.0,517.22
1531,3333,6.0,444.6
1532,3334,7.0,505.73
1533,3335,6.0,423.2
1534,3336,6.0,441.35
1535,3337,8.0,580.2
1536,3338,7.0,443.55
1537,3339,7.0,467.39
1538,3340,6.0,423.97
1539,3341,6.0,402.1
1540,3342,6.0,458.2
1541,3343,6.0,526.8
1542,3344,6.0,495.7
1543,3345,6.0,539.0
1544,3346,6.0,452.5
1545,3347,3.0,158.25
1546,3348,2.0,131.4
1547,3349,2.0,76.0
1548,3350,2.0,80.0
1549,3351,2.0,78.0
1550,3352,2.0,80.0
1551,3353,3.0,207.93
1552,3354,3.0,130.0
1553,3355,1.0,0.0
1554,3357,3.0,180.4
1555,3359,5.0,315.45
1556,3360,4.0,281.1
1557,3361,1.0,76.75
1558,3362,3.0,204.3
1559,3364,5.0,339.94
1560,3365,5.0,284.70000000000005
1561,3366,5.0,272.0
1562,3367,7.0,602.98
1563,3368,6.0,408.63
1564,3369,4.0,237.7
1565,3370,4.0,241.4
1566,3371,7.0,473.72
1567,3373,1.0,88.2
1568,3374,7.0,538.9200000000001
1569,3375,6.0,375.2
1570,3376,1.0,91.2
1571,3377,6.0,427.5
1572,3381,7.0,411.5
1573,3382,1.0,84.2
1574,3384,1.0,93.1
1575,3385,7.0,450.73
1576,3386,6.0,431.0
1577,3387,1.0,90.0
1578,3388,6.0,396.69
1579,3389,5.0,283.7
1580,3390,6.0,393.85
1581,3391,1.0,97.9
1582,3393,1.0,84.1
1583,3395,5.0,313.53000000000003
1584,3396,6.0,337.0
1585,3398,1.0,95.2
1586,3399,6.0,470.3
1587,3400,1.0,88.1
1588,3401,6.0,431.51
1589,3402,7.0,449.7
1590,3403,5.0,317.42
1591,3404,6.0,497.58
1592,3405,6.0,403.1
1593,3406,6.0,469.1
1594,3407,6.0,458.78
1595,3408,7.0,560.68
1596,3409,6.0,463.0700000000001
1597,3410,6.0,474.6
1598,3411,7.0,566.3199999999999
1599,3412,6.0,437.24
1600,3413,6.0,505.15
1601,3414,6.0,460.76
1602,3415,6.0,419.82
1603,3416,6.0,385.2
1604,3417,6.0,471.5
1605,3418,7.0,568.85
1606,3419,7.0,497.2
1607,3420,7.0,528.3
1608,3421,7.0,563.72
1609,3422,6.0,456.67
1610,3423,6.0,458.5
1611,3424,6.0,493.17
1612,3425,6.0,487.23
1613,3426,6.0,502.02
1614,3427,7.0,394.95
1615,3428,6.0,479.76
1616,3429,6.0,503.93
1617,3430,6.0,401.6
1618,3431,6.0,470.4500000000001
1619,3432,6.0,468.7
1620,3433,6.0,439.35
1621,3434,6.0,475.28
1622,3435,6.0,460.05
1623,3436,6.0,479.3
1624,3437,6.0,490.03
1625,3438,6.0,474.43
1626,3439,6.0,380.52
1627,3440,6.0,492.67
1628,3441,6.0,500.7
1629,3442,6.0,467.38
1630,3443,7.0,496.4
1631,3444,6.0,452.7
1632,3445,6.0,446.25
1633,3446,6.0,513.86
1634,3447,6.0,482.23
1635,3448,6.0,463.99
1636,3449,6.0,443.38
1637,3450,6.0,472.7000000000001
1638,3451,6.0,474.35
1639,3452,6.0,469.9
1640,3453,6.0,465.7
1641,3454,6.0,469.2000000000001
1642,3455,6.0,486.07
1643,3456,6.0,434.02
1644,3457,6.0,480.65
1645,3458,6.0,463.9
1646,3459,6.0,450.4
1647,3460,6.0,447.33
1648,3461,6.0,450.63
1649,3462,6.0,503.05
1650,3463,6.0,498.57
1651,3464,6.0,448.72
1652,3465,6.0,498.5
1653,3466,6.0,463.02
1654,3467,6.0,521.27
1655,3468,6.0,395.41
1656,3469,6.0,480.75
1657,3470,6.0,415.63
1658,3471,7.0,549.12
1659,3472,6.0,485.0
1660,3473,6.0,408.93
1661,3474,6.0,476.25
1662,3475,6.0,473.61
1663,3476,6.0,472.0
1664,3477,6.0,452.13
1665,3478,6.0,428.46
1666,3479,6.0,432.9
1667,3480,6.0,443.37
1668,3481,7.0,472.84
1669,3482,6.0,440.9
1670,3483,6.0,434.9
1671,3484,6.0,391.58
1672,3485,7.0,509.43
1673,3486,7.0,503.11
1674,3487,6.0,382.2000000000001
1675,3488,6.0,438.2000000000001
1676,3489,6.0,396.72
1677,3490,6.0,460.1
1678,3491,7.0,519.89
1679,3492,6.0,428.2
1680,3493,6.0,408.8
1681,3494,6.0,488.64
1682,3495,6.0,407.9
1683,3496,6.0,464.56
1684,3497,6.0,434.55
1685,3498,7.0,536.59
1686,3499,6.0,479.87
1687,3500,6.0,483.3
1688,3501,7.0,521.13
1689,3502,7.0,452.7
1690,3503,6.0,445.74
1691,3504,6.0,499.34
1692,3505,7.0,570.2
1693,3506,3.0,223.5
1694,3507,7.0,514.6
1695,3508,6.0,493.5
1696,3509,6.0,409.56
1697,3510,6.0,485.3
1698,3511,5.0,342.7
1699,3512,6.0,483.6
1700,3513,7.0,501.8
1701,3514,6.0,463.73
1702,3515,6.0,375.47
1703,3516,6.0,464.28
1704,3517,6.0,475.4500000000001
1705,3518,6.0,401.33
1706,3519,6.0,483.4
1707,3520,6.0,469.1
1708,3521,6.0,460.06
1709,3522,6.0,467.26
1710,3523,6.0,487.45
1711,3524,6.0,499.7
1712,3525,6.0,443.4
1713,3526,6.0,469.57
1714,3527,6.0,376.6
1715,3528,7.0,509.43
1716,3529,6.0,515.8
1717,3530,6.0,460.9
1718,3531,7.0,504.92
1719,3532,6.0,451.88
1720,3533,6.0,386.43
1721,3534,7.0,515.3
1722,3535,6.0,461.19999999999993
1723,3536,6.0,498.18
1724,3537,6.0,463.73
1725,3538,7.0,452.13
1726,3539,6.0,456.7
1727,3540,6.0,489.3
1728,3541,6.0,464.66
1729,3542,7.0,553.62
1730,3543,6.0,473.4
1731,3544,6.0,395.1
1732,3545,6.0,449.87
1733,3546,6.0,401.37
1734,3547,8.0,503.09
1735,3548,6.0,511.3
1736,3549,6.0,428.31
1737,3550,6.0,486.26
1738,3551,6.0,496.3
1739,3552,6.0,452.03
1740,3553,6.0,527.29
1741,3554,7.0,474.45
1742,3555,5.0,422.83
1743,3556,6.0,461.7
1744,3557,6.0,493.61
1745,3558,6.0,413.2
1746,3559,7.0,489.48
1747,3560,6.0,454.35
1748,3561,7.0,490.05
1749,3562,6.0,503.0
1750,3563,6.0,462.46
1751,3564,6.0,492.95
1752,3565,6.0,420.73
1753,3566,6.0,438.1
1754,3567,6.0,447.15
1755,3568,6.0,472.5
1756,3569,7.0,493.28
1757,3570,7.0,565.1800000000001
1758,3571,7.0,554.64
1759,3572,6.0,485.4
1760,3573,6.0,458.3
1761,3574,6.0,509.8
1762,3575,6.0,509.25
1763,3576,6.0,479.6
1764,3577,6.0,418.68
1765,3578,6.0,470.61
1766,3579,6.0,453.53
1767,3580,7.0,464.1
1768,3581,7.0,524.9000000000001
1769,3582,6.0,456.2000000000001
1770,3583,6.0,465.22
1771,3584,6.0,493.77
1772,3585,6.0,356.6
1773,3586,7.0,431.38
1774,3587,6.0,424.5
1775,3588,6.0,458.9
1776,3589,5.0,386.5
1777,3590,6.0,412.6
1778,3591,6.0,458.7
1779,3592,6.0,447.9
1780,3593,6.0,404.6
1781,3594,1.0,100.0
1782,3595,6.0,407.5
1783,3596,7.0,622.1299999999999
1784,3598,6.0,450.45
1785,3600,1.0,89.1
1786,3601,1.0,93.6
1787,3602,6.0,465.3
1788,3603,6.0,367.4
1789,3605,6.0,376.84
1790,3606,6.0,428.85
1791,3607,4.0,221.25
1792,3608,7.0,539.17
1793,3609,7.0,584.47
1794,3612,4.0,350.33000000000004
1795,3613,1.0,80.0
1796,3617,5.0,314.75
1797,3619,1.0,92.3
1798,3621,4.0,316.3
1799,3622,3.0,228.2
1800,3624,1.0,96.0
1801,3625,4.0,342.8
1802,3626,1.0,86.0
1803,3627,3.0,252.35
1804,3628,6.0,373.25
1805,3629,5.0,371.8
1806,3631,4.0,317.9
1807,3632,7.0,559.2
1808,3635,1.0,90.4
1809,3636,2.0,159.4
1810,3639,5.0,391.84
1811,3641,6.0,507.5
1812,3642,7.0,517.98
1813,3643,6.0,299.8
1814,3644,6.0,427.36
1815,3645,2.0,111.7
1816,3647,2.0,152.4
1817,3648,3.0,175.5
1818,3649,3.0,225.3
1819,3650,2.0,124.5
1820,3651,3.0,259.15
1821,3653,5.0,394.0
1822,3654,7.0,440.0
1823,3655,5.0,406.0
1824,3656,6.0,416.0
1825,3657,4.0,282.0
1826,3658,5.0,353.0
1827,3659,6.0,411.0
1828,3660,5.0,356.0
1829,3661,5.0,326.0
1830,3662,5.0,378.0
1831,3663,5.0,374.0
1832,3664,6.0,421.0
1833,3665,6.0,497.0
1834,3666,6.0,426.0
1835,3667,5.0,359.0
1836,3668,6.0,431.0
1837,3669,5.0,405.0
1838,3670,5.0,392.0
1839,3671,7.0,568.0
1840,3672,7.0,521.0
1841,3673,7.0,472.0
1842,3674,7.0,467.0
1843,3675,1.0,0.0
1844,3676,7.0,469.67
1845,3677,7.0,510.39
1846,3678,6.0,419.0
1847,3679,5.0,403.0
1848,3681,7.0,426.5
1849,3682,6.0,419.0
1850,3683,6.0,430.0
1851,3684,3.0,220.21
1852,3685,6.0,458.0
1853,3686,7.0,526.0
1854,3687,8.0,617.8299999999999
1855,3688,7.0,544.9
1856,3690,7.0,507.8
1857,3691,7.0,495.0
1858,3692,7.0,514.33
1859,3693,7.0,504.0
1860,3695,7.0,502.0
1861,3696,7.0,511.0
1862,3697,7.0,548.2
1863,3698,6.0,444.0
1864,3699,7.0,427.0
1865,3700,9.0,686.5
1866,3701,7.0,421.0
1867,3702,7.0,510.9
1868,3703,1.0,0.0
1869,3706,5.0,0.0
1870,3707,6.0,396.0
1871,3708,7.0,374.0
1872,3709,1.0,0.0
1873,3710,7.0,537.2
1874,3712,7.0,510.0
1875,3713,7.0,350.0
1876,3714,6.0,458.0
1877,3715,1.0,0.0
1878,3716,1.0,0.0
1879,3717,1.0,0.0
1880,3719,7.0,593.98
1881,3722,6.0,461.0
1882,3724,7.0,487.0
1883,3725,1.0,0.0
1884,3727,6.0,463.0
1885,3729,7.0,487.0
1886,3731,6.0,395.0
1887,3732,6.0,419.0
1888,3733,6.0,452.76
1889,3734,6.0,413.0
1890,3735,6.0,483.0
1891,3736,7.0,530.45
1892,3737,6.0,302.0
1893,3738,6.0,404.0
1894,3739,6.0,476.8
1895,3740,7.0,477.05
1896,3741,7.0,473.0
1897,3742,6.0,424.0
1898,3743,6.0,417.0
1899,3744,8.0,638.8
1900,3749,9.0,681.8
1901,3750,8.0,619.0
1902,3751,9.0,682.66
1903,3752,9.0,671.0
1904,3753,8.0,637.0
1905,3754,1.0,98.0
1906,3755,9.0,683.0
1907,3756,6.0,455.0
1908,3757,8.0,599.0
1909,3768,5.0,297.5
1910,3769,6.0,476.3
1911,3770,6.0,461.0
1912,3771,6.0,458.2
1913,3772,7.0,512.5
1914,3773,6.0,386.64
1915,3774,6.0,383.6
1916,3775,7.0,577.0
1917,3776,7.0,575.0
1918,3777,6.0,0.0
1919,3778,7.0,571.0
1920,3779,7.0,516.4
1921,3780,7.0,539.8
1922,3781,6.0,412.7
1923,3782,5.0,399.2
1924,3783,5.0,372.0
1925,3784,6.0,464.67
1926,3785,7.0,558.97
1927,3786,6.0,435.18
1928,3787,6.0,463.0
1929,3788,6.0,445.0
1930,3789,7.0,550.0
1931,3790,7.0,558.5
1932,3791,6.0,471.0
1933,3792,7.0,528.8
1934,3793,7.0,558.0
1935,3794,7.0,525.0
1936,3795,7.0,558.0
1937,3796,7.0,531.0
1938,3797,8.0,552.0
1939,3798,7.0,528.0
1940,3800,7.0,577.0
1941,3801,7.0,563.0
1942,3802,7.0,524.0
1943,3803,7.0,559.3
1944,3804,7.0,495.0
1945,3805,7.0,514.0
1946,3806,8.0,669.0
1947,3807,7.0,476.45
1948,3808,7.0,552.0
1949,3809,7.0,544.0
1950,3810,8.0,609.2
1951,3811,7.0,546.0
1952,3812,7.0,589.0
1953,3813,8.0,643.3299999999999
1954,3814,8.0,651.0
1955,3817,1.0,92.0
1956,3818,8.0,641.0
1957,3819,8.0,651.0
1958,3820,8.0,656.0
1959,3821,8.0,644.0
1960,3822,7.0,569.0
1961,3824,8.0,706.0
1962,3825,8.0,612.5
1963,3826,7.0,521.0
1964,3827,6.0,479.0
1965,3828,10.0,668.0
1966,3829,8.0,526.3
1967,3830,7.0,549.0
1968,3831,1.0,91.0
1969,3832,8.0,641.0
1970,3833,9.0,733.5
1971,3834,9.0,603.8
1972,3835,7.0,496.5
1973,3836,8.0,574.0
1974,3837,8.0,539.2
1975,3838,7.0,449.0
1976,3839,7.0,525.0
1977,3840,5.0,355.0
1978,3841,9.0,722.0
1979,3842,8.0,583.55
1980,3843,7.0,56.0
1981,3844,1.0,95.0
1982,3845,8.0,570.0
1983,3846,9.0,611.3
1984,3850,8.0,586.0
1985,3852,10.0,677.0
1986,3856,1.0,87.0
1987,3857,1.0,92.0
1988,3859,5.0,362.3
1989,3860,6.0,425.0
1990,3861,5.0,383.0
1991,3862,4.0,305.0
1992,3863,5.0,363.8
1993,3864,5.0,366.0
1994,3865,4.0,297.0
1995,3866,6.0,444.0
1996,3867,5.0,390.0
1997,3868,4.0,326.0
1998,3869,5.0,333.5
1999,3870,4.0,298.0
2000,3871,4.0,322.0
2001,3872,4.0,131.0
2002,3873,7.0,475.8
2003,3875,7.0,527.85
2004,3876,7.0,529.5
2005,3877,7.0,513.2
2006,3878,7.0,525.7
2007,3879,7.0,503.0
2008,3880,7.0,459.0
2009,3882,6.0,438.75
2010,3885,6.0,435.5
2011,3886,5.0,438.5
2012,3887,6.0,512.0
2013,3888,6.0,467.8
2014,3889,6.0,467.0
2015,3890,6.0,476.33
2016,3892,6.0,451.0
2017,3893,6.0,463.33
2018,3894,5.0,350.0
2019,3896,5.0,388.0
2020,3897,7.0,488.5
2021,3898,3.0,258.0
2022,3899,4.0,327.0
2023,3900,4.0,326.0
2024,3901,4.0,320.0
